,name
16188,Chicken Curry Bi Hun Mee 咖喱鸡米粉面
16189,New Chicken Nuggets (5pcs)
16190,Chicken Wings 鸡翅膀
16191,Cinnamon
16192,Double Choc Cake
16193,Glazed
16194,Jolly Chicken Hotdog
16195,C102 Thai Crispy Spring Roll (4pcs) 春卷 (四条)
16196,C801 Red Ruby
16197,C801 Red Ruby
16198,C102 Thai Crispy Spring Roll (4pcs) 春卷 (四条)
16199,C801 Red Ruby
16200,C701 Pineapple Fried Rice with Prawn 菠萝虾炒饭
16201,C105 Homemade Fish Cake (4pcs) 自制鱼饼 (四个)
16202,Argentinian Angus Sirloin & Grilled Tiger Prawns 
16203,Argentinian Grain Fed Angus Ribeye (200gm)
16204,Hot & Sour Soup 酸辣汤
16205,Creamy Hericium 奶香猴头菇
16206,Fragrant Silky Tofu 香滑豆腐
16207,Sambal Kang Kong 马来风光
16208,Claypot Bak Kut Teh 砂煲肉骨茶
16209,Papadam
16210,Lemon Rice with Sambar
16211,Egg Prata
16212,A4. Thai Mango Coconut Shavers 泰式芒果椰子刨冰
16213,A1. Thai Milk Tea Shavers  泰式奶茶刨冰
16214,A4. Thai Mango Coconut Shavers 泰式芒果椰子刨冰
16215,A7. Mango Sticky Rice 芒果若米饭
16216,A4. Thai Mango Coconut Shavers 泰式芒果椰子刨冰
16217,Golden Oolong Tea Large
16218,Ten Tonic Black Chicken Soup
16219,Double Prosperity Chicken Upsized Meal
16220,4 Piece Tenders Combo
16221,Shredded Meat Fried Noodle 肉丝炒面
16222,Omelette Fried Rice 蛋炒饭
16223,Fried Pork Ribs 炸排骨
16224,Omelette Fried Rice 蛋炒饭
16225,Fried Pork Ribs 炸排骨
16226,D1. Mango Tango Classic
16227,N6. Thai Crispy Chicken Noodle
16228,Crispy Shrimp Fry & Calamari Rice Box (Combo)
16229,Half
16230,Classic Soya Milk (Warm/Cold)
16231,Fresh Udon With Grilled Chicken
16232,Shanghai Fried Rice With Grilled Chicken
16233,Truffle Udon with Grilled Chicken
16234,Truffle Fried Rice with Grilled Chicken
16235,Nasi Lemak Set 2
16236,Mee Siam
16237,Fresh Udon HE With Seasoned Prawns
16238,Ala Carte
16239,Roasted Chicken Rice
16240,Wanton Noodle Set B (with 6 pcs fried wanton)
16241,Fried Chicken in Green Chilli (Ayam Cabe Ijo)
16242,Donut Bom (Ondeh-Ondeh)
16243,Donut Bom (Oreo Crunch)
16244,Donut Bom (Nutella)
16245,Donut Bom (Milo Crunch) 
16246,Donut Bom (Red Velvet Nutella)
16247,Donut Bom (Kinder Bueno)
16248,Roasted Chicken Rice 烧鸡饭
16249,Bitter Gourd Pork Ribs Soup 苦瓜排骨汤
16250,Roasted Duck Rice 烧鸭饭
16251,Large
16252,Happiness Grill
16253,Cheese Takoyaki
16254,Happiness Bowl
16255,Thai Milk Tea
16256,Combo C  套餐 C
16257,Water Chestnuts
16258,Signature Chilli Ban Mee 辨椒板面
16259,Oolong Milk Tea Medium
16260,Maggi Goreng Special
16261,Shredded Cucumber 拍黄瓜
16262,Fish Flavoured Shredded Pork
16263,Garlic Lettuce 蒜蓉油麦菜
16264,Rice 白饭
16265,Peach Pie
16266,Double Prosperity Beef Upsized Meal
16267,Chorizo
16268,Spicy Chicken Drumlets
16269,Fish Tikka
16270,Chicken Tikka Masala (Set)
16271,Aloo Gobi
16272,Kadai Paneer
16273,Matar and Mushroom Curry
16274,Box of 6
16275,Quattro Staggioni
16276,Spaghetti Alla Bolognese
16277,Americana
16278,Salmon Mentaiko Bowl
16279,Sweet Potato Fries
16280,Regular Power Deal Combo
16281,Jalapeno Bombers
16282,Pizzaboy Snack Box 2
16283,Original Recipe Twister
16284,Original Recipe Twister
16285,2 pcs Chicken Meal
16286,Hot and Crispy Chicken
16287,Extra Large
16288,Fish Briyani with Boiled Egg
16289,Happiness Grill
16290,Happiness Grill
16291,Cheese Takoyaki
16292,Happiness Bowl
16293,Happiness Bowl
16294,Happiness Bowl
16295,Cheese Takoyaki
16296,Authentic Mutton Biryani
16297,Extra Crispy Chicken Meal Deal (U.P. $18.63)
16298,Whole Spring Plate
16299,Onion Rings
16300,KING KONG CHEESE 猩猩 黑白纯粹
16301,K-Strawberry Latte 莓好时光 牛乳딸기 
16302,3pc Chix Combo
16303,叶子楣大包  Amy Yip 
16304,烧卖 (2粒) Siew Mai (2pcs)
16305,Fruity Acai Bowl (Medium)
16306,Acai Power Smoothie
16307,Blueberry Ade
16308,Banana Bread
16309,Protein Ball - Chocolate and Dates
16310,White Rice 白饭
16311,Old Cucumber Pork Ribs Soup 老黄瓜八爪西施骨汤
16312,Pork Chop Classic
16313,Potato Salad
16314,Turkey Bacon Carbonara
16315,Mushroom Soup with Garlic Bread
16316,9. Black Cup 荔枝蒟蒻黑仙草
16317,11. Tropical Cup 芒果荔枝双Q冻
16318,4. Fruity Ai-Yu Jelly 水果晶球爱玉冻
16319,Tonkotsu Ramen + Potato Salad
16320,Mini Custard Puff
16321,Premium Pandan Chiffon Large
16322,2pc French Toast
16323,Fish Patty Double Toast
16324,Fish Patty Double Toast
16325,1pc Hashbrown
16326,Fish Patty Single Toast
16327,Fish Patty Single Toast
16328,Tuna Pancake
16329,Honey Baked Chicken Ham and Cheese
16330,Pearly Soya Milk (Cold)
16331,Chicken Otah Meatloaf
16332,Matcha Green Tea Bingsu
16333,Matcha Green Tea Bingsu
16334,New Chicken Nuggets (15pcs)
16335,Bundle Promotion
16336,Earl Grey Tea 格雷伯爵茶
16337,Special Ginger Sesame Oil Chicken Congee 招牌姜丝麻油鸡粥
16338,Scallop Cuttlefish Porridge 鲜贝鱿鱼粥
16339,Chicken Organ 内脏
16340,Special Ginger Sesame Oil Chicken Congee 招牌姜丝麻油鸡粥
16341,Chicken Rice Set Meal 鸡饭单餐
16342,Strawberry Peach Cheezo
16343,Double FISH’N CRISP™
16344,500-600g 500-600克
16345,虾枣 Homemade Prawn Roll (8pcs)
16346,鱼肉米粉汤 Fish Meat Bee Hoon Soup
16347,三捞河粉 San Lau Hor Fun
16348,鱼肉米粉汤 Fish Meat Bee Hoon Soup
16349,咸鱼白米粉 Salted Fish Fried White Bee Hoon
16350,Yee Mian 伊面
16351,Chicken Bacon Sub
16352,Chicken Bacon Sub
16353,Chicken Bacon Sub
16354,Pig Hind Meaty Knuckle
16355,Preserved Vegetables
16356,Claypot Sesame Oil Chicken
16357,Pork Ribs Soup
16358,You Tiao
16359,Laksa 叻沙
16360,Assorted Minced Meat Noodle 炸锦面
16361,Assorted Minced Meat Noodle 炸锦面
16362,Fish Ball Minced Meat Noodle 鱼圆肉脞面
16363,Fish Ball Minced Meat Noodle 鱼圆肉脞面
16364,Chicken Bacon Sub
16365,Whole Spring Plate
16366,Potato Platter
16367,Fried Bun
16368,09. Siew Mai 烧卖
16369,29. Chee Cheong Fun Char Siew 猪肠粉-叉烧
16370,26. Fried Carrot Cake 萝卜糕
16371,02. Char Siew Pau 叉烧包
16372,05. Chicken Pau 鸡肉包
16373,19. Fried Prawn Dumpling 明虾饺
16374,28. Chee Cheong Fun Prawn 猪肠粉-虾
16375,Lontong
16376,Honey Glazed 3 Joint Wing
16377,Lontong
16378,Honey Glazed 3 Joint Wing
16379,Ten Tonic Ginseng Chicken Soup 十全大补人参鸡汤
16380,Lotus Root Pork Rib Soup 莲藕排骨八爪鱼汤
16381,White Rice 白饭
16382,Watercress Pork Ribs Soup 西洋菜排骨汤
16383,White Rice 白饭
16384,Lotus Root Pork Rib Soup 莲藕排骨八爪鱼汤
16385,1. Signature Mee Sua
16386,6.Yuan Yang Noodles
16387,2 Chao Yuan Sliced Abalone Minced Meat Noodles (鲍鱼片肉脞面) + 1 Meatball Soup（肉圆汤）
16388,(01-16) Fried Carrot Cake
16389,New Chicken Nuggets (15pcs)
16390,Set C
16391,Vegetable Dried Goose 干鹅
16392,Curry Puff
16393,Tuna Puff
16394,Curry Puff
16395,Chicken Sausage Puff
16396,Chicken Pie
16397,Tuna Puff
16398,1 Person Value Meal (1 Pax)
16399,1/2 Spring Plate
16400,1/2 Spring Plate
16401,1 Person Value Meal (1 Pax)
16402,Cacao Barry Medium
16403,Honey Milk Tea Medium
16404,Honey Lemon Lime Juice Medium
16405,White Pepper with Pig’s Stomach Soup ⽩胡椒猪肚汤
16406,Ladybell Root with Mushroom Chicken Soup ⽟⽵鲜菇鸡汤
16407,Peanut wth Lotus Root Pork Ribs Soup 花⽣莲藕排⾻汤
16408,White Rice ⽩饭
16409,Peanut wth Lotus Root Pork Ribs Soup 花⽣莲藕排⾻汤
16410,Roasted Chicken Set Meal 烧鸡饭套餐
16411,Char Siew Chicken Drumstick Rice 叉烧鸡腿饭
16412,1 Pax  1 人
16413,Braised Pork Rice 卤肉饭
16414,Set A 一人份
16415,6. Curry Pork Rib
16416,2. Curry Chicken Drumstick
16417,Chicken Chop
16418,Argentinian Grain Fed Angus Ribeye (200gm)
16419,14A. Pork Cutlet with Fries 炸猪扒薯条
16420,5. Black Pepper Smoked Duck Rice 黑胡椒熏鸭饭
16421,GF02. Flame Grilled Chicken With Black Pepper Sauce
16422,Combo E - Crispy Chicken & Crispy Fish
16423,Sweet Potato Waffle Fries
16424,Combo G - Chicken Fungi With Kaarage
16425,Crispy Mid Joint Wings
16426,Large
16427,Spicy Italian Sub
16428,Sharing Bundle For 2 (U.P. 28.52)
16429,22.Chicken Curry Rice 鸡扒咖喱饭 
16430,4.Salmon + Beef 三文鱼+牛肉 饭盒
16431,1.Salmon + Teriyaki Chicken Bento 三文鱼+照烧鸡扒饭盒 
16432,6.Teriyaki Chicken + Scallop Bento 照烧鸡扒+炸带子饭盒
16433,34.Kimchi Soup Set 泡菜汤套餐 
16434,2.Salmon + Karaage Chicken Bento 三文鱼+炸鸡块饭盒 
16435,5.Teriyaki Chicken + Yakitori Bento 照烧鸡扒+鸡肉串烧 
16436,8.Saba + Teriyaki Chicken Bento 鲭鱼+照烧鸡扒饭盒 
16437,Portuguese Egg Tarts (6 pcs)
16438,Cheesy Zinger Double Down Meal
16439,1001 Gong Bao Chicken Set 宫保鸡丁套餐
16440,Pataya Fried Rice 
16441,Fried Rice with Tempura
16442,Ramadan Set A
16443,Perfect Match A
16444,Meat Lovers Pizza
16445,Apple Crumble
16446,Spring'O
16447,Cheesy Chicken Balls Onstik
16448,Prawn Nugget Onstik
16449,Gyoza Onstik
16450,Large
16451,Brown Sugar Pearl Chocolate Fresh Milk
16452,Brown Sugar Pearl Chocolate Fresh Milk
16453,Lanzhou Tom Yum Chicken Noodle
16454,Fried Vermicelli W/ Beef & Bean Sprouts
16455,Cereal Chicken
16456,Large Da Hong Pao Milk Tea + Large K-Strawberry Latte
16457,Red Bull Passion Cooler 福气满满
16458,Set C
16459,A1. Qin Ji Pork Rougamo秦记肉夹馍
16460,A3. Cumin Pork Rougamo孜然肉夹馍
16461,Xing Hua Value Set Meal
16462,Xing Hua Value Set Meal
16463,MC03. Putian Ca Fen 莆田擦粉
16464,MC05. Ma Zu Mee Sua 妈祖面线
16465,SP02. Putian Lychee Pork 莆田荔枝肉
16466,106. Cajun Grilled Chicken加州烤雞扒
16467,105. Mexican Grilled Chicken墨西哥烤雞扒
16468,807. Fried Rice With Crispy Chicken
16469,803. Deep-Fried Chicken Wings炸鸡翅
16470,705. 3 Pcs Deep Fried Chicken Wings Set只炸雞翅膀套餐
16471,809. Fried Rice With Pork Chop猪扒炒饭
16472,Pulled Pork Nacho
16473,Truffle Mushroom Pasta
16474,Mushy Chicken
16475,Soya Sauce Chicken Bundle Set 
16476,Mee Siam 
16477,Curry Chicken Bundle Set
16478,Yam Bao 
16479,Loh Mai Kai & Siew Mai
16480,Butter Sugar Toast Set
16481,Laksa Value Meal
16482,Kaya Butter Toast Set
16483,Curry Chicken Rice Set
16484,Mee Rebus Value Meal
16485,5. Black Sugar Ai-Yu Jelly 招牌黑糖爱玉冻
16486,Create Your Own Specials
16487,3. Nine Fresh Signature 九鲜招牌
16488,2.Oat Treasure Grass Jelly 八宝燕麦仙草冻
16489,6. Pearly Bean Curd 珍珠芒果晶球豆花
16490,Create Your Own Specials
16491,Sweet Potato BōRU D.I.Y Mega Combo - Salad
16492,Ebiday Huat D.I.Y Mega Combo (Sushi)
16493,Extremely Mac & Cheesy Chicken Salad
16494,Chicken Dum Biryani
16495,Vegetable Briyani
16496,Onion Bhazi / Pakora
16497,Stir-fried Assorted Vegetables with Oyster Sauce  蚝皇炒什菜
16498,Red Tom Yum Seafood Soup 红汤冬炎海鲜
16499,Mala Hotpot Base 麻辣香锅
16500,Mala Hotpot Base 麻辣香锅
16501,Mala Hotpot Base 麻辣香锅
16502,Mala Hotpot Base 麻辣香锅
16503,Mala Hotpot Base 麻辣香锅
16504,Mala Hotpot Base 麻辣香锅
16505,Mala Hotpot Base 麻辣香锅
16506,Mala Hotpot Base 麻辣香锅
16507,Mala Hotpot Base 麻辣香锅
16508,Mala Hotpot Base 麻辣香锅
16509,Mala Hotpot Base 麻辣香锅
16510,Mala Hotpot Base 麻辣香锅
16511,Mala Hotpot Base 麻辣香锅
16512,Mala Hotpot Base 麻辣香锅
16513,Mala Hotpot Base 麻辣香锅
16514,Mala Hotpot Base 麻辣香锅
16515,Lobster Salad and Kani Roll
16516,P01. Sliced Beef Noodle Soup
16517,S03. Mrs Pho Cockles
16518,P01. Sliced Beef Noodle Soup
16519,V01. Angel Bean
16520,P03. Chicken Noodle Soup
16521,E11. Hanoi Rolls
16522,M11. Mien Xao Cua
16523,Shibuya Toast Chocolate Goodies
16524,Butterfly Pea
16525,Thai Milk Tea
16526,Taiwanese Sausage 台湾香肠
16527,Instant Noodle 快熟面
16528,Sliced Chicken 鸡肉片
16529,Beancurd Skin 豆皮
16530,Spinach Century & Salted Egg Soup 苋菜双色蛋汤
16531,Claypot Rice 煲仔饭
16532,Fried Carrot Cake 炸萝卜糕
16533,Egg Fried Rice With Braised Beef
16534,Egg Fried Rice With Seasoned Prawns
16535,Kimchi Ramen 鸡肉泡菜拉面
16536,Kimchi Ramen 鸡肉泡菜拉面
16537,Fried Dumplings 炸水饺
16538,Thin Bee Hoon 幼米粉
16539,Kimchi Ramen 鸡肉泡菜拉面
16540,Kimchi Ramen 鸡肉泡菜拉面
16541,Ban Mian  板面
16542,Fried Dumplings 炸水饺
16543,Rice 米饭
16544,Sausage & Mash
16545,Combo F Carbonara with Chicken Cutlet
16546,Combo F Carbonara with Chicken Cutlet
16547,Combo F Carbonara with Chicken Cutlet
16548,Combo F - Carbonara With Chicken Cutlet 
16549,Ebi Tempura Rice Burger Bundle
16550,Burnt Cheesecake
16551,10. Prawn Dumpling 虾饺
16552,09. Siew Mai 烧卖
16553,29. Chee Cheong Fun Char Siew 猪肠粉-叉烧
16554,02. Char Siew Pau 叉烧包
16555,07. Custard Pau 奶黄包
16556,16. Chicken Glutinous Rice 糯米鸡
16557,Mega San Salad
16558,5 pcs Chicken Buddy Meal
16559,Fries on Dips
16560,Mala Wing (10PCS)
16561,Mala Blossom Pizza (FIERY)
16562,Beef Rendang
16563,Gado-gado Sauce
16564,Duo Ayam Penyet
16565,Fried Tofu & Tempeh
16566,Chicken Satay
16567,950 Marmite Chicken 妈密鸡丁
16568,901 Yang Zhou Fried Rice 扬州炒饭
16569,810. Broccoli with Mushrooms 鲜菇西兰花
16570,馒头 Mantou (Steamed/Fried) 8pcs
16571,C105. Homemade Fish Cake
16572,C301. Green Chicken Curry
16573,C605. Stir-fried Long Bean with Shrimp Paste
16574,C701. Pineapple Fried Rice
16575,Assorted Vegetable Rice 什锦蔬菜饭
16576,Sunny Side Up 荷包蛋
16577,White Rice 白饭
16578,Chrysanthemum Tea 菊花茶
16579,Rice 白米饭
16580,Pig Three Layers Of Meat 三层肉片
16581,Flammulina金针菇
16582,Spicy with Pot Base 中辣
16583,Di Huang Miao Soup 帝王苗
16584,Mushroom Impossible
16585,Gyoza Onstik
16586,Easter + Original Glazed Half Dozen Box
16587,6 Piece Boneless Wing Combo
16588,S23. Vegetable Dumpling
16589,S6. Vegetable Sushi
16590,S7. Rojak
16591,Lamb Chop
16592,Lamb Chop
16593,Grilled Mushroom Wrap
16594,Kuey Teow Goreng
16595,Speculoos Cheesecake
16596,2 pcs Chicken Meal
16597,Zinger Stacker Meal
16598,2 pcs Chicken Meal
16599,2 pcs Chicken Meal
16600,5 Pcs Chicken Buddy Meal
16601,Zinger
16602,Fish Meals
16603,Rava Thosai
16604,Lime Juice
16605,Idly set 
16606,Bee Hoon Combo
16607,Mee Combo
16608,Iced Lime Soda
16609,Basmati Biryani Rice
16610,Zaffron Mutton Biryani
16611,Pulihora
16612,Fresh Lime Soda
16613,3004. Plain Porridge
16614,700. Roti John Normal
16615,802. Watermelon Juice
16616,Masalai Kalaki
16617,Border Parotta
16618,Lime Soda
16619,Masalai Kalaki
16620,Hot Lemon Tea
16621,Border Parotta
16622,Border Parotta
16623,Nasi Ayam Penyet
16624,Lontong
16625,Coke
16626,Nasi Lemak
16627,Nasi Lemak
16628,Mee Rebus
16629,Lontong
16630,Kampung Porridge
16631,R12) Tang Tea Noodle Soup
16632,Iced Milo
16633,Nasi Goreng Ayam Merah
16634,Spicy Chicken McNuggets® (9pc) Special
16635,10oz Clam Chowder
16636,Cheesy Zinger Double Down Meal
16637,Cheesy Zinger Double Down
16638,Jolly Spaghetti
16639,VALUE FOR 2
16640,Egg  Onion Prata
16641,Grilled Caesar Chicken Sandwich
16642,Roti John Mutton
16643,Roti John Chicken
16644,Fresh Ramen With Grilled Chicken
16645,Egg Fried Rice With Seasoned Prawns
16646,Prosperity Beef Burger®
16647,Almond Beancurd 杏仁豆花
16648,Chocolate Cheese 修格拉乳酪
16649,Hokkaido Mixed Bean Toast 北海道彩豆吐司
16650,French Garlic Soft Bread 香蒜软法
16651,Yuzu Ume Buddy Meal (U.P. $34.50)
16652,Penang Fried Kuey Teow
16653,Hokkien Mee
16654,烧卖 (2粒) Siew Mai (2pcs)
16655,大包 Big Pau
16656,Ban Mian
16657,Medium
16658,Mee Siam
16659,Set B- Nasi Lemak Chicken Wing
16660,SSM002. Ginger Egg Soup + Rice + Dessert 姜蛋汤 + 饭 + 甜品
16661,Claypot Tang Hoon with Prawn
16662,Thai Ice Milk Tea
16663,Tomyam Fried Rice
16664,Tomyam Seafood Soup
16665,Deep-fried Garlic Pork
16666,Fried Garlic Kangkong
16667,OmniMeat Cheezy Toona
16668,King Mushroom Head Burger
16669,Miso Soup
16670,Corn Soup
16671,Tempeh Rendang Burger
16672,Truffled Mushroom Soup
16673,Pork Noodles 猪肉面
16674,Clam Noodles 鲍贝面
16675,Salmon Pepper Rice Bowl
16676,Chicken Pepper Rice Bowl
16677,Chicken Pepper Rice Bowl
16678,Jumbo Chicken Pepper Rice Bowl
16679,1/4 Chicken and 2 Regular Sides and 1 Soft Drink Can
16680,1/4 Chicken and 2 Regular Sides and 1 Soft Drink Can
16681,2 pcs Chicken Meal
16682,Chicken Chunky Pop
16683,Truffled Mac & Cheese
16684,Wings
16685,Coke
16686,Honey Butter French Toast
16687,Yuan Yang Soft Bun
16688,Curry Chicken Rice
16689,White Choc Macadamia
16690,Cookies & Crème Cheesecake
16691,Oh Smores
16692,Red Velvet Crumble
16693,Biscoff Cookie
16694,Choco Bueno
16695,Red Velvet Crumble
16696,PB Chocolate
16697,White Choc Macadamia
16698,Choco Bueno
16699,Cookies & Crème Cheesecake
16700,Mineral Water
16701,Biscoff Cookie
16702,Family Meal - Sau McGriddles with Egg + HM ChsB
16703,2x Value Meal - McMuffin S EVM + McSpicy EVM
16704,2x Value Meal - Sausage McGriddles with Egg
16705,Chicken And Mushroom Spaghetti
16706,Double Fudge Brownie Ice Blended
16707,Sparkling - Passion Fruit
16708,Add Chicken Rice 加鸡饭
16709,Sharing Bundle Plus (3-4 pax) (U.P. $49.40- 35% OFF)
16710,Turkey Ham & Triple Cheese Toast
16711,Rocky Coco Crunch
16712,Family Bundle (5-6 pax)
16713,Cheesy Zinger Double Down Meal
16714,Mushrooms With Oyster Sauce
16715,Oolong Milk Tea Large
16716,Hazelnut Milk Tea Large
16717,Honey Milk Tea Large
16718,Iced Honey Juice Large
16719,Oolong Milk Tea Large
16720,Vanilla Milk Tea Large
16721,Vanilla Milk Tea Large
16722,Black Pepper Chicken Rice
16723,Green Tea
16724,Salted Egg Chicken Rice
16725,C10. Signature Coconut SnowShake
16726,Mega San Sushi
16727,Chicken Cutlet Noodle鸡扒面
16728,Ovaltine Medium
16729,Honey Lemon Lime Juice Medium
16730,Milk Tea Medium
16731,Mala Original Soup 麻辣原味汤底
16732,1 For 1 Salmon Aglio Olio
16733,Salmon Mala Soup
16734,2 x Prosperity Beef Meals (L Twister Fries™)
16735,24 Assorted Yeast Munchkins
16736,A La Catre
16737,Prosperity Beef Special
16738,C712 Pad Thai Noodle with Prawn
16739,C701 Pineapple Fried Rice with Prawn 菠萝虾炒饭
16740,C712 Pad Thai Noodle with Prawn
16741,A5. Mixed Vegetable Pakora
16742,A10. Vegetarian Samosa Cocktail
16743,A7. Vegetable Momo
16744,Chicken Lollipop
16745,Mushroom Baked Macaroni
16746,Beef Chili Cheese Fries
16747,Beef Chili Cheese Fries
16748,Celebration Bundle (3-4 pax)
16749,Baked Beefballs - Creamy Alfredo Sauce
16750,3. Curry Vegetable
16751,2. Curry Chicken Drumstick
16752,8. Curry Mutton
16753,Fries on Dips
16754,Pepperoni
16755,Chocolate Croissant
16756,Lemon Iced Tea
16757,Treat for 2
16758,Treat for 2
16759,Treat for 2
16760,Treat for 2
16761,Chocolate Croissant
16762,Original Chocolate Brownie
16763,Happiness Bowl
16764,Happiness Bowl
16765,Vinegar Spinach 老醋菠菜
16766,Old Style Hong Shao Rou 老式红烧肉
16767,Yu Xiang Rou Si 鱼香肉丝
16768,Hoemade Liang Cai 家常凉菜
16769,Di San Xian 地三鲜
16770,Boiled Sliced Fish 水煮鱼片
16771,Cumin Lamb 孜然羊肉
16772,Garlic Kong Xin Cai 蒜蓉空心菜
16773,Sauerkrayt Sliced Fish 酸菜鱼
16774,Chicken Ban Mian 鸡肉板面
16775,Chicken Ban Mian 鸡肉板面
16776,Chicken Ban Mian 鸡肉板面
16777,Fish Ban Mian 鱼肉板面
16778,Chicken Ban Mian 鸡肉板面
16779,Chicken Ban Mian 鸡肉板面
16780,Chicken Ban Mian 鸡肉板面
16781,Fish Ban Mian 鱼肉板面
16782,Box Of 3 Cupcakes (Reg)
16783,Tera Fries
16784,鱼肉米粉汤 Fish Meat Bee Hoon Soup
16785,鱼肉米粉汤 Fish Meat Bee Hoon Soup
16786,虾酱鸡 Prawn Paste Chicken (8pcs)
16787,3. Nine Fresh Signature 九鲜招牌
16788,Bundle Promotion
16789,Chili Oil Chive Dumplings 红油韭菜饺子 (6 Pieces)
16790,Mushroom Swiss Tendergrill Chicken Meal
16791,Ultimate Angus Mushroom Swiss Meal
16792,Ultimate Angus Mushroom Swiss Meal
16793,Mushroom Swiss Tendergrill Chicken Meal
16794,Salmon Teriyaki Bento
16795,Volcano Ramen
16796,Corn Chashu Ramen
16797,Omelette Your Way!
16798,Chicken Fried Rice with Egg
16799,"Bee Hoon with Pork, Prawn & Fish"
16800,Set of 4 Waffle Cones
16801,Garlic Bread
16802,Grilled Dory Fish with Italian Herb
16803,Super Shiok Beef Burger
16804,Mushroom Grilled Chicken with Alio Pasta
16805,Grilled Dory Fish with Alio Pasta
16806,Popcorn Chicken
16807,Deep-fried Spring Rolls
16808,Deep-fried Spring Rolls
16809,4pc Popular Buns Bundle (Popular Picks)
16810,Hearty Sausage Croissant 
16811,Curry Chic
16812,Regular
16813,Fried Sweet Potato 炸番薯
16814,You Tiao 油条
16815,Potato Curry Puff 卡里脚
16816,Fried Banana 炸香蕉
16817,Warm Soya Milk
16818,MS10. Milo Oreo  Milkshake
16819,TS06. Nasi Goreng Pattaya
16820,MG01. Mee Goreng Mamak
16821,TN02. Mee Goreng Daging Kunyit
16822,Pork Katsu Don
16823,Teriyaki Chicken
16824,Japanese Green Tea
16825,Iced Milk Tea
16826,Prosperity Beef Meal
16827,Lemon Grass Chicken Curry
16828,BBQ Chicken Steak with Pineapple
16829,Chicken Cutlet with Salted Egg Sauce
16830,Bandung Grenade
16831,Bandung Grenade
16832,Toasted Bread with Butter Sugar
16833,Toasted Bread with Kaya & Butter
16834,Iced Kopi Tarik
16835,XXL Crispy Chicken
16836,XXL Crispy Chicken
16837,XXL Crispy Chicken
16838,XXL Crispy Chicken
16839,Drumstick with Rice
16840,Soup
16841,Egg
16842,Drumstick with Rice
16843,Chicken Meat
16844,Egg
16845,Drumstick with Rice
16846,Black Pepper Chicken Chop
16847,Chicken Fried Rice with Egg
16848,Iced Kopi Si
16849,Fried Egg With Crispy Bacon
16850,14. Chicken Wing
